Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
06-07-2023,19:06,06-07-2023,BANK OF AMERICA CORPOR,US0605051046,"Kauf 25 zu je 28,15 USD (US0605051046)",,USD,"-703,75",USD,"-703,75",2f2f5b58-0fe8-4ee1-b36e-ab26b08900fb
06-07-2023,19:04,06-07-2023,AMERICAN ELECTRIC POWER,US0255371017,Währungswechsel (Einbuchung),"1,0847",USD,"853,80",USD,"0,00",b6e25e0d-46cb-4e43-84c0-24e8f5335459
06-07-2023,19:04,06-07-2023,AMERICAN ELECTRIC POWER,US0255371017,Währungswechsel (Ausbuchung),,EUR,"-787,14",EUR,"1311,50",b6e25e0d-46cb-4e43-84c0-24e8f5335459
06-07-2023,19:04,06-07-2023,AMERICAN ELECTRIC POWER,US0255371017,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-2,00",EUR,"2098,64",b6e25e0d-46cb-4e43-84c0-24e8f5335459
06-07-2023,19:04,06-07-2023,AMERICAN ELECTRIC POWER,US0255371017,"Kauf 10 zu je 85,38 USD (US0255371017)",,USD,"-853,80",USD,"-853,80",b6e25e0d-46cb-4e43-84c0-24e8f5335459
06-07-2023,15:21,06-07-2023,,,flatex Einzahlung,,EUR,"2000,00",EUR,"2100,64",
04-07-2023,17:20,04-07-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 25,64 EUR",,,,EUR,"100,64",
04-07-2023,17:20,04-07-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-25,64",EUR,"75,00",
04-07-2023,07:42,03-07-2023,,,Währungswechsel (Einbuchung),,EUR,"25,64",EUR,"100,64",
04-07-2023,07:42,03-07-2023,,,Währungswechsel (Ausbuchung),"1,0938",USD,"-28,05",USD,"0,00",
03-07-2023,07:28,30-06-2023,BANK OF AMERICA CORPOR,US0605051046,Dividende,,USD,"15,40",USD,"28,05",
03-07-2023,07:28,30-06-2023,BANK OF AMERICA CORPOR,US0605051046,Dividendensteuer,,USD,"-2,31",USD,"12,65",
03-07-2023,07:05,30-06-2023,THE KRAFT HEINZ COMPAN,US5007541064,Dividende,,USD,"17,60",USD,"14,96",
03-07-2023,07:05,30-06-2023,THE KRAFT HEINZ COMPAN,US5007541064,Dividendensteuer,,USD,"-2,64",USD,"-2,64",
01-07-2023,20:51,30-06-2023,,,Flatex Interest Income,,EUR,"0,00",EUR,"75,00",
30-06-2023,19:06,30-06-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 35,96 EUR",,,,EUR,"75,00",
30-06-2023,19:06,30-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-35,96",EUR,"39,04",
30-06-2023,07:52,29-06-2023,,,Währungswechsel (Einbuchung),,EUR,"35,96",EUR,"75,00",
30-06-2023,07:52,29-06-2023,,,Währungswechsel (Ausbuchung),"0,8637",GBP,"-31,06",GBP,"0,00",
29-06-2023,07:42,28-06-2023,ISHR UK DIV,IE00B0M63060,Dividende,,GBP,"31,06",GBP,"31,06",
28-06-2023,16:35,28-06-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 25,77 EUR",,,,EUR,"39,04",
28-06-2023,16:35,28-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-25,77",EUR,"13,27",
28-06-2023,07:35,27-06-2023,,,Währungswechsel (Einbuchung),,EUR,"25,77",EUR,"39,04",
28-06-2023,07:35,27-06-2023,,,Währungswechsel (Ausbuchung),"0,8619",GBP,"-22,21",GBP,"0,00",
27-06-2023,07:36,23-06-2023,TESCO,GB00BLGZ9862,Dividende,,GBP,"22,21",GBP,"22,21",
20-06-2023,19:01,21-06-2023,,,Processed Flatex Withdrawal,,EUR,"167,16",EUR,"13,27",
20-06-2023,19:01,21-06-2023,,,flatex Auszahlung,,EUR,"-167,16",EUR,"-153,89",
20-06-2023,16:49,20-06-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 13,27 EUR",,,,EUR,"13,27",
20-06-2023,16:49,20-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-13,27",EUR,"0,00",
20-06-2023,07:36,19-06-2023,,,Währungswechsel (Einbuchung),,EUR,"13,27",EUR,"13,27",
20-06-2023,07:36,19-06-2023,,,Währungswechsel (Ausbuchung),"1,0949",USD,"-14,53",USD,"0,00",
19-06-2023,21:36,19-06-2023,,,Processed Flatex Withdrawal,,EUR,"-167,16",EUR,"0,00",
19-06-2023,16:50,19-06-2023,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 10,97 EUR",,,,EUR,"167,16",
19-06-2023,16:50,19-06-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-10,97",EUR,"156,19",
19-06-2023,07:11,16-06-2023,DUKE ENERGY CORPORATIO,US26441C2044,Dividende,,USD,"17,09",USD,"14,53",
19-06-2023,07:11,16-06-2023,DUKE ENERGY CORPORATIO,US26441C2044,Dividendensteuer,,USD,"-2,56",USD,"-2,56",
