Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
08-10-2022,07:34,07-10-2022,,,Währungswechsel (Ausbuchung),"0,8805",GBP,"-21,00",GBP,"-0,00",
07-10-2022,08:43,30-09-2022,ADMIRAL GRP,GB00B02J6398,Dividende,,GBP,"12,16",GBP,"21,00",
07-10-2022,08:43,30-09-2022,ADMIRAL GRP,GB00B02J6398,Dividende,,GBP,"8,84",GBP,"8,84",
03-10-2022,17:49,03-10-2022,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 20,41 EUR",,,,EUR,"97,54",
03-10-2022,17:49,03-10-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-20,41",EUR,"77,13",
02-10-2022,08:28,30-09-2022,,,Währungswechsel (Einbuchung),,EUR,"20,41",EUR,"97,54",
02-10-2022,08:28,30-09-2022,,,Währungswechsel (Ausbuchung),"0,8802",GBP,"-17,96",GBP,"-0,00",
01-10-2022,10:01,30-09-2022,,,Flatex Interest,,EUR,"-0,02",EUR,"77,13",
01-10-2022,06:47,28-09-2022,ISHR UK DIV,IE00B0M63060,Dividende,,GBP,"17,96",GBP,"17,96",
27-09-2022,16:49,27-09-2022,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 15,53 EUR",,,,EUR,"77,15",
27-09-2022,16:49,27-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-15,53",EUR,"61,62",
27-09-2022,07:32,26-09-2022,,,Währungswechsel (Einbuchung),,EUR,"15,53",EUR,"77,15",
27-09-2022,07:32,26-09-2022,,,Währungswechsel (Ausbuchung),"0,9633",USD,"-14,96",USD,"0,00",
26-09-2022,07:18,23-09-2022,THE KRAFT HEINZ COMPAN,US5007541064,Dividende,,USD,"17,60",USD,"14,96",
26-09-2022,07:18,23-09-2022,THE KRAFT HEINZ COMPAN,US5007541064,Dividendensteuer,,USD,"-2,64",USD,"-2,64",
19-09-2022,16:34,19-09-2022,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 12,96 EUR",,,,EUR,"61,62",
19-09-2022,16:34,19-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-12,96",EUR,"48,66",
18-09-2022,07:31,16-09-2022,,,Währungswechsel (Einbuchung),,EUR,"9,36",EUR,"61,62",
18-09-2022,07:31,16-09-2022,,,Währungswechsel (Ausbuchung),"1,0041",USD,"-9,40",USD,"0,00",
18-09-2022,01:46,16-09-2022,DUKE ENERGY CORPORATIO,US26441C2044,Dividende,,USD,"11,06",USD,"9,40",
18-09-2022,01:46,16-09-2022,DUKE ENERGY CORPORATIO,US26441C2044,Dividendensteuer,,USD,"-1,66",USD,"-1,66",
17-09-2022,07:39,16-09-2022,,,Währungswechsel (Einbuchung),,EUR,"3,60",EUR,"52,26",
17-09-2022,07:39,16-09-2022,,,Währungswechsel (Ausbuchung),"1,0041",USD,"-3,61",USD,"0,00",
16-09-2022,06:36,15-09-2022,NEXTERA ENERGY,US65339F1012,Dividende,,USD,"4,25",USD,"3,61",
16-09-2022,06:36,15-09-2022,NEXTERA ENERGY,US65339F1012,Dividendensteuer,,USD,"-0,64",USD,"-0,64",
14-09-2022,16:33,14-09-2022,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 15,21 EUR",,,,EUR,"48,66",
14-09-2022,16:33,14-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-15,21",EUR,"33,45",
14-09-2022,07:34,13-09-2022,,,Währungswechsel (Einbuchung),,EUR,"15,21",EUR,"48,66",
14-09-2022,07:34,13-09-2022,,,Währungswechsel (Ausbuchung),"0,9995",USD,"-15,20",USD,"0,00",
13-09-2022,17:03,13-09-2022,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 17,59 EUR",,,,EUR,"33,45",
13-09-2022,17:03,13-09-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-17,59",EUR,"15,86",
13-09-2022,07:34,12-09-2022,,,Währungswechsel (Einbuchung),,EUR,"17,59",EUR,"33,45",
13-09-2022,07:34,12-09-2022,,,Währungswechsel (Ausbuchung),"1,0148",USD,"-17,85",USD,"15,20",
13-09-2022,07:20,12-09-2022,3M COMPANY COMMON STOC,US88579Y1010,Dividende,,USD,"17,88",USD,"33,05",
13-09-2022,07:20,12-09-2022,3M COMPANY COMMON STOC,US88579Y1010,Dividendensteuer,,USD,"-2,68",USD,"15,17",
12-09-2022,08:08,10-09-2022,INTERNATIONAL BUSINESS,US4592001014,Dividende,,USD,"13,20",USD,"17,85",
12-09-2022,08:08,10-09-2022,INTERNATIONAL BUSINESS,US4592001014,Dividendensteuer,,USD,"-1,98",USD,"4,65",
12-09-2022,07:27,09-09-2022,AMERICAN ELECTRIC POWER,US0255371017,Dividende,,USD,"7,80",USD,"6,63",
12-09-2022,07:27,09-09-2022,AMERICAN ELECTRIC POWER,US0255371017,Dividendensteuer,,USD,"-1,17",USD,"-1,17",
