Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
01-03-2025,06:38,28-02-2025,,,Währungswechsel (Einbuchung),,EUR,4.58,EUR,120.56,
01-03-2025,06:38,28-02-2025,,,Währungswechsel (Ausbuchung),1.0402,USD,-4.76,USD,0.00,
28-02-2025,19:10,28-02-2025,,,Degiro Cash Sweep Transfer,,EUR,-26.44,EUR,115.98,
28-02-2025,19:10,28-02-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 26,44 EUR",,,,EUR,142.42,
28-02-2025,07:22,27-02-2025,CONAGRA BRANDS,US2058871029,Dividende,,USD,5.60,USD,4.76,
28-02-2025,07:22,27-02-2025,CONAGRA BRANDS,US2058871029,Dividendensteuer,,USD,-0.84,USD,-0.84,
28-02-2025,06:39,27-02-2025,,,Währungswechsel (Einbuchung),,EUR,26.44,EUR,115.98,
28-02-2025,06:39,27-02-2025,,,Währungswechsel (Ausbuchung),1.0424,USD,-27.56,USD,0.00,
27-02-2025,06:59,26-02-2025,ISHARES US PROPERTY YIELD UCITS ETF,IE00B1FZSF77,Dividende,,USD,18.77,USD,27.56,
27-02-2025,06:58,26-02-2025,ISHARES ASIA PROPERTY YIELD UCITS ETF,IE00B1FZS244,Dividende,,USD,8.79,USD,8.79,
19-02-2025,06:52,18-02-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 0,03 EUR",,,,EUR,89.54,
19-02-2025,06:52,18-02-2025,,,Degiro Cash Sweep Transfer,,EUR,-0.03,EUR,89.51,
18-02-2025,07:03,17-02-2025,,,Währungswechsel (Einbuchung),,EUR,0.03,EUR,89.54,
18-02-2025,07:03,17-02-2025,,,Währungswechsel (Ausbuchung),1.0511,USD,-0.03,USD,0.00,
17-02-2025,18:51,17-02-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 2,42 EUR",,,,EUR,89.51,
17-02-2025,18:51,17-02-2025,,,Degiro Cash Sweep Transfer,,EUR,-2.42,EUR,87.09,
17-02-2025,07:30,14-02-2025,GE HEALTHCARE TECHNOLOGIES INC,US36266G1076,Dividende,,USD,0.04,USD,0.03,
17-02-2025,07:30,14-02-2025,GE HEALTHCARE TECHNOLOGIES INC,US36266G1076,Dividendensteuer,,USD,-0.01,USD,-0.01,
15-02-2025,06:57,14-02-2025,,,Währungswechsel (Einbuchung),,EUR,2.42,EUR,89.51,
15-02-2025,06:57,14-02-2025,,,Währungswechsel (Ausbuchung),1.0518,USD,-2.55,USD,0.00,
14-02-2025,07:07,13-02-2025,APPLE INC,US0378331005,Dividendensteuer,,USD,-0.45,USD,2.55,
14-02-2025,07:07,13-02-2025,APPLE INC,US0378331005,Dividende,,USD,3.00,USD,3.00,
07-02-2025,03:40,06-02-2025,,,"Auszahlung von Ihrem Geldkonto bei der flatexDEGIRO Bank: 12,5 EUR",,,,EUR,87.09,
07-02-2025,03:40,06-02-2025,,,Degiro Cash Sweep Transfer,,EUR,12.50,EUR,99.59,
06-02-2025,17:16,31-01-2025,,,Einrichtung von Handelsmodalitäten 2025 (New York Stock Exchange - NSY),,EUR,-2.50,EUR,87.09,
06-02-2025,17:16,31-01-2025,,,Einrichtung von Handelsmodalitäten 2025 (Nasdaq - NDQ),,EUR,-2.50,EUR,89.59,
06-02-2025,17:16,31-01-2025,,,Einrichtung von Handelsmodalitäten 2025 (London Stock Exchange (LSE) - LSE),,EUR,-2.50,EUR,92.09,
06-02-2025,17:16,31-01-2025,,,Einrichtung von Handelsmodalitäten 2025 (Euronext Amsterdam - EAM),,EUR,-2.50,EUR,94.59,
06-02-2025,17:16,31-01-2025,,,Einrichtung von Handelsmodalitäten 2025 (Tradegate AG - TDG),,EUR,-2.50,EUR,97.09,
05-02-2025,19:00,05-02-2025,,,"Überweisung auf Ihr Geldkonto bei der flatexDEGIRO Bank: 27,55 EUR",,,,EUR,99.59,
05-02-2025,19:00,05-02-2025,,,Degiro Cash Sweep Transfer,,EUR,-27.55,EUR,72.04,
05-02-2025,06:54,04-02-2025,,,Währungswechsel (Einbuchung),,EUR,27.55,EUR,99.59,
05-02-2025,06:54,04-02-2025,,,Währungswechsel (Ausbuchung),1.0405,USD,-28.66,USD,0.00,
04-02-2025,07:16,03-02-2025,GENERAL MILLS,US3703341046,Dividende,,USD,22.20,USD,28.66,
04-02-2025,07:16,03-02-2025,GENERAL MILLS,US3703341046,Dividendensteuer,,USD,-3.33,USD,6.46,
04-02-2025,07:05,03-02-2025,VERIZON COMMUNICATIONS,US92343V1044,Dividendensteuer,,USD,-1.73,USD,9.79,
04-02-2025,07:05,03-02-2025,VERIZON COMMUNICATIONS,US92343V1044,Dividende,,USD,11.52,USD,11.52,
