Datum,Uhrze,Valutadatum,Produkt,ISIN,Beschreibung,FX,Änderung,,Saldo,,Order-ID
01-09-2022,07:32,31-08-2022,,,Währungswechsel (Einbuchung),,EUR,"3,37",EUR,"56,68",
01-09-2022,07:32,31-08-2022,,,Währungswechsel (Ausbuchung),"1,0078",USD,"-3,40",USD,"-0,00",
01-09-2022,07:25,31-08-2022,CF INDUSTRIES HOLDINGS,US1252691001,Dividende,,USD,"4,00",USD,"3,40",
01-09-2022,07:25,31-08-2022,CF INDUSTRIES HOLDINGS,US1252691001,Dividendensteuer,,USD,"-0,60",USD,"-0,60",
26-08-2022,16:51,26-08-2022,,,"Überweisung auf Ihr Geldkonto bei der flatex Bank: 15,47 EUR",,,,EUR,"53,31",
26-08-2022,16:51,26-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"-15,47",EUR,"37,84",
26-08-2022,07:32,25-08-2022,,,Währungswechsel (Einbuchung),,EUR,"15,47",EUR,"53,31",
26-08-2022,07:32,25-08-2022,,,Währungswechsel (Ausbuchung),"1,0000",USD,"-15,47",USD,"-0,00",
25-08-2022,07:26,24-08-2022,ISHARES ASIA PROPERTY YIELD UCITS ET...,IE00B1FZS244,Dividende,,USD,"5,52",USD,"15,47",
25-08-2022,07:18,24-08-2022,ISHARES PROP US,IE00B1FZSF77,Dividende,,USD,"9,95",USD,"9,95",
19-08-2022,16:48,19-08-2022,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 447,06 EUR",,,,EUR,"37,84",
19-08-2022,16:48,19-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"447,06",EUR,"484,90",
19-08-2022,09:04,19-08-2022,ISHARES ASIA PROPERTY YIELD UCITS ET...,IE00B1FZS244,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-0,14",EUR,"37,84",ee7d65b2-6158-45fb-9208-70380d35ec09
19-08-2022,09:04,19-08-2022,ISHARES ASIA PROPERTY YIELD UCITS ET...,IE00B1FZS244,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-2,00",EUR,"37,98",ee7d65b2-6158-45fb-9208-70380d35ec09
19-08-2022,09:04,19-08-2022,ISHARES ASIA PROPERTY YIELD UCITS ET...,IE00B1FZS244,"Kauf 20 zu je 23,64 EUR (IE00B1FZS244)",,EUR,"-472,80",EUR,"39,98",ee7d65b2-6158-45fb-9208-70380d35ec09
19-08-2022,07:31,18-08-2022,,,Währungswechsel (Einbuchung),,EUR,"27,88",EUR,"512,78",
19-08-2022,07:31,18-08-2022,,,Währungswechsel (Ausbuchung),"0,8476",GBP,"-23,63",GBP,"-0,00",
18-08-2022,16:33,18-08-2022,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 187,5 EUR",,,,EUR,"484,90",
18-08-2022,16:33,18-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"187,50",EUR,"672,40",
18-08-2022,09:48,17-08-2022,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 791,27 EUR",,,,EUR,"484,90",
18-08-2022,09:48,17-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"791,27",EUR,"1276,17",
18-08-2022,09:05,18-08-2022,ISHARES PROP US,IE00B1FZSF77,"Kauf 6 zu je 31,25 EUR (IE00B1FZSF77)",,EUR,"-187,50",EUR,"484,90",8e3c7f08-37c2-4e77-91b7-455fdb9bb294
18-08-2022,07:29,17-08-2022,NATIONAL GRID,GB00BDR05C01,Dividende,,GBP,"23,63",GBP,"23,63",
17-08-2022,21:07,17-08-2022,FORD MOTOR COMPANY COM,US3453708600,Währungswechsel (Einbuchung),"1,0163",USD,"338,73",USD,"-0,00",7fa8bc95-33dc-45a7-b43e-552617154e8c
17-08-2022,21:07,17-08-2022,FORD MOTOR COMPANY COM,US3453708600,Währungswechsel (Ausbuchung),,EUR,"-333,31",EUR,"672,40",7fa8bc95-33dc-45a7-b43e-552617154e8c
17-08-2022,21:07,17-08-2022,FORD MOTOR COMPANY COM,US3453708600,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-0,50",EUR,"1005,71",7fa8bc95-33dc-45a7-b43e-552617154e8c
17-08-2022,21:07,17-08-2022,FORD MOTOR COMPANY COM,US3453708600,"Kauf 21 zu je 16,13 USD (US3453708600)",,USD,"-338,73",USD,"-338,73",7fa8bc95-33dc-45a7-b43e-552617154e8c
17-08-2022,21:07,17-08-2022,GENERAL MILLS INC. CO,US3703341046,Währungswechsel (Einbuchung),"1,0162",USD,"464,34",USD,"-0,00",50503f06-2f22-41c7-8819-7b3fbe07eb03
17-08-2022,21:07,17-08-2022,GENERAL MILLS INC. CO,US3703341046,Währungswechsel (Ausbuchung),,EUR,"-456,96",EUR,"1006,21",50503f06-2f22-41c7-8819-7b3fbe07eb03
17-08-2022,21:07,17-08-2022,GENERAL MILLS INC. CO,US3703341046,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-0,50",EUR,"1463,17",50503f06-2f22-41c7-8819-7b3fbe07eb03
17-08-2022,21:07,17-08-2022,GENERAL MILLS INC. CO,US3703341046,"Kauf 6 zu je 77,39 USD (US3703341046)",,USD,"-464,34",USD,"-464,34",50503f06-2f22-41c7-8819-7b3fbe07eb03
16-08-2022,17:17,16-08-2022,,,"Auszahlung von Ihrem Geldkonto bei der flatex Bank: 545,75 EUR",,,,EUR,"1463,67",
16-08-2022,17:17,16-08-2022,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,"545,75",EUR,"2009,42",
16-08-2022,13:11,16-08-2022,ALLIANZ SE,DE0008404005,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-0,11",EUR,"1463,67",753046fd-583a-42e9-851c-6d0c922606f3
16-08-2022,13:11,16-08-2022,ALLIANZ SE,DE0008404005,DEGIRO Transaktionsgebühren und/oder Fremdkosten,,EUR,"-3,90",EUR,"1463,78",753046fd-583a-42e9-851c-6d0c922606f3
16-08-2022,13:11,16-08-2022,ALLIANZ SE,DE0008404005,"Kauf 3 zu je 180,58 EUR (DE0008404005)",,EUR,"-541,74",EUR,"1467,68",753046fd-583a-42e9-851c-6d0c922606f3
15-08-2022,20:50,16-08-2022,,,flatex Einzahlung,,EUR,"1750,00",EUR,"2009,42",
